Exercise;Element;reference_plantuml;reference;session_id;exercise_name;model_number;elem_type;plantuml;predicted;correct;llm
case_11_e-commerce;Association;;;P055;case_11_e-commerce;model011;Association;"Customer ""0..*"" -- ""1"" Review";1;0;gpt-5
case_11_e-commerce;Association;;;P055;case_11_e-commerce;model011;Association;"Product ""0..1"" -- ""1"" Review";1;0;gpt-5
case_12_person_and_resources;Class;Person;1;P056;case_12_person_and_resources;model013;Class;Person;1;1;gpt-5
case_12_person_and_resources;Class;Ancestor;1;P056;case_12_person_and_resources;model013;Class;AncestorLink;1;1;gpt-5
case_12_person_and_resources;Class;User;1;P056;case_12_person_and_resources;model013;Class;User;1;1;gpt-5
case_12_person_and_resources;Class;Abstract Resource;1;P056;case_12_person_and_resources;model013;Class;Abstract Resource;1;1;gpt-5
case_12_person_and_resources;Class;File;1;P056;case_12_person_and_resources;model013;Class;File;1;1;gpt-5
case_12_person_and_resources;Class;Folder;1;P056;case_12_person_and_resources;model013;Class;Folder;1;1;gpt-5
case_12_person_and_resources;Class;Access;1;P056;case_12_person_and_resources;model013;Class;Access;1;1;gpt-5
case_12_person_and_resources;Attributes;Person.name;1;P056;case_12_person_and_resources;model013;Attributes;Person.name;1;1;gpt-5
case_12_person_and_resources;Attributes;Person.identifier;1;P056;case_12_person_and_resources;model013;Attributes;Person.identifier;1;1;gpt-5
case_12_person_and_resources;Attributes;Ancestor.degree;1;P056;case_12_person_and_resources;model013;Attributes;AncestorLink.degree;1;1;gpt-5
case_12_person_and_resources;Attributes;User.password;1;P056;case_12_person_and_resources;model013;Attributes;User.password;1;1;gpt-5
case_12_person_and_resources;Attributes;Resource.name;1;P056;case_12_person_and_resources;model013;Attributes;Resource.name;1;1;gpt-5
case_12_person_and_resources;Attributes;Access.canEdit;1;P056;case_12_person_and_resources;model013;Attributes;Access.canView;1;1;gpt-5
case_12_person_and_resources;Association;"Person ""0..1"" -- ""*"" Person : isChildOf";1;P056;case_12_person_and_resources;model013;Association;"Person ""0..1"" -- ""0..*"" Person";1;1;gpt-5
case_12_person_and_resources;Association;"Person ""*"" -- ""*"" Person : ancestor";1;P056;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Inheritance;Person <|-- User;1;P056;case_12_person_and_resources;model013;Inheritance;User --|> Person;1;1;gpt-5
case_12_person_and_resources;Composition;"User ""*"" *-- ""*"" Resource";1;P056;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Composition;"Folder ""0..1"" *-- ""*"" Resource: belongsTo";1;P056;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Inheritance;Resource <|-- File;1;P056;case_12_person_and_resources;model013;Inheritance;File --|> Resource;1;1;gpt-5
case_12_person_and_resources;Inheritance;Resource <|-- Folder;1;P056;case_12_person_and_resources;model013;Inheritance;Folder --|> Resource;1;1;gpt-5
case_12_person_and_resources;Association Class;(User, Resource) .. Access;1;P056;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Association Class;(Person, Person) .. Ancestor;1;P056;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Class;;;P056;case_12_person_and_resources;model013;Class;Edit;1;0;gpt-5
case_12_person_and_resources;Association;;;P056;case_12_person_and_resources;model013;Association;"AncestorLink ""1"" -- ""0..*"" Person";1;0;gpt-5
case_12_person_and_resources;Composition;;;P056;case_12_person_and_resources;model013;Composition;"Folder ""0..1"" *-- ""0..1"" Folder";1;0;gpt-5
case_12_person_and_resources;Inheritance;;;P056;case_12_person_and_resources;model013;Inheritance;Edit --|> Access;1;0;gpt-5
case_12_person_and_resources;Association;;;P056;case_12_person_and_resources;model013;Association;"User ""1"" -- ""0..1"" Access";1;0;gpt-5
case_12_person_and_resources;Association;;;P056;case_12_person_and_resources;model013;Association;"Access ""0..*"" -- ""1..*"" Resource";1;0;gpt-5
case_12_person_and_resources;Composition;;;P056;case_12_person_and_resources;model013;Composition;"Folder ""1"" *-- ""1"" File";1;0;gpt-5
case_15_robots;Class;Enumeration Location;1;P057;case_15_robots;model002;Class;Enumeration LocationCategory;1;1;gpt-4.1
case_15_robots;Class;Abstract Robot;1;P057;case_15_robots;model002;Class;Abstract Robot;1;1;gpt-4.1
case_15_robots;Class;CleaningRobot;1;P057;case_15_robots;model002;Class;CleaningRobot;1;1;gpt-4.1
case_15_robots;Class;TransportRobot;1;P057;case_15_robots;model002;Class;TransportRobot;1;1;gpt-4.1
case_15_robots;Class;Task;1;P057;case_15_robots;model002;Class;Task;1;1;gpt-4.1
case_15_robots;Class;TaskExecution;1;P057;case_15_robots;model002;Class;TaskExecution;1;1;gpt-4.1
case_15_robots;Attributes;Location.Corridors;1;P057;case_15_robots;model002;Attributes;LocationCategory.corridor;1;1;gpt-4.1
case_15_robots;Attributes;Location.Rooms;1;P057;case_15_robots;model002;Attributes;LocationCategory.room;1;1;gpt-4.1
case_15_robots;Attributes;Robot.id;1;P057;case_15_robots;model002;Attributes;Robot.robotId;1;1;gpt-4.1
case_15_robots;Attributes;Task.id;1;P057;case_15_robots;model002;Attributes;Task.taskCode;1;1;gpt-4.1
case_15_robots;Attributes;TaskExecution.id;1;P057;case_15_robots;model002;Attributes;TaskExecution.executionRefCode;1;1;gpt-4.1
case_15_robots;Attributes;TaskExecution.startTime;1;P057;case_15_robots;model002;Attributes;TaskExecution.startTime;1;1;gpt-4.1
case_15_robots;Attributes;TaskExecution.Location;1;P057;case_15_robots;model002;Attributes;TaskExecution.locationCategory;1;1;gpt-4.1
case_15_robots;Association;"Robot ""*"" -- ""*"" Task : performs";1;P057;case_15_robots;model002;Association;"Robot ""*"" -- ""*"" Task";1;1;gpt-4.1
case_15_robots;Inheritance;CleaningRobot --|> Robot;1;P057;case_15_robots;model002;Inheritance;CleaningRobot --|> Robot;1;1;gpt-4.1
case_15_robots;Inheritance;TransportRobot --|> Robot;1;P057;case_15_robots;model002;Inheritance;TransportRobot --|> Robot;1;1;gpt-4.1
case_15_robots;Association Class;(Robot, Task) .. TaskExecution;1;P057;case_15_robots;model002;Association Class;(Robot, Task) .. TaskExecution;1;1;gpt-4.1
case_12_person_and_resources;Class;Person;1;P058;case_12_person_and_resources;model013;Class;Person;1;1;gpt-5
case_12_person_and_resources;Class;Ancestor;1;P058;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Class;User;1;P058;case_12_person_and_resources;model013;Class;User;1;1;gpt-5
case_12_person_and_resources;Class;Abstract Resource;1;P058;case_12_person_and_resources;model013;Class;Abstract Resource;1;1;gpt-5
case_12_person_and_resources;Class;File;1;P058;case_12_person_and_resources;model013;Class;File;1;1;gpt-5
case_12_person_and_resources;Class;Folder;1;P058;case_12_person_and_resources;model013;Class;Folder;1;1;gpt-5
case_12_person_and_resources;Class;Access;1;P058;case_12_person_and_resources;model013;Class;Access;1;1;gpt-5
case_12_person_and_resources;Attributes;Person.name;1;P058;case_12_person_and_resources;model013;Attributes;Person.name;1;1;gpt-5
case_12_person_and_resources;Attributes;Person.identifier;1;P058;case_12_person_and_resources;model013;Attributes;Person.identifier;1;1;gpt-5
case_12_person_and_resources;Attributes;Ancestor.degree;1;P058;case_12_person_and_resources;model013;Attributes;Person.AncestorLink;1;1;gpt-5
case_12_person_and_resources;Attributes;User.password;1;P058;case_12_person_and_resources;model013;Attributes;User.password;1;1;gpt-5
case_12_person_and_resources;Attributes;Resource.name;1;P058;case_12_person_and_resources;model013;Attributes;Resource.name;1;1;gpt-5
case_12_person_and_resources;Attributes;Access.canEdit;1;P058;case_12_person_and_resources;model013;Attributes;Access.canEdit;1;1;gpt-5
case_12_person_and_resources;Association;"Person ""0..1"" -- ""*"" Person : isChildOf";1;P058;case_12_person_and_resources;model013;Association;"Person ""0..1"" -- ""0..*"" Person";1;1;gpt-5
case_12_person_and_resources;Association;"Person ""*"" -- ""*"" Person : ancestor";1;P058;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Inheritance;Person <|-- User;1;P058;case_12_person_and_resources;model013;Inheritance;User --|> Person;1;1;gpt-5
case_12_person_and_resources;Composition;"User ""*"" *-- ""*"" Resource";1;P058;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Composition;"Folder ""0..1"" *-- ""*"" Resource: belongsTo";1;P058;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Inheritance;Resource <|-- File;1;P058;case_12_person_and_resources;model013;Inheritance;File --|> Resource;1;1;gpt-5
case_12_person_and_resources;Inheritance;Resource <|-- Folder;1;P058;case_12_person_and_resources;model013;Inheritance;Folder --|> Resource;1;1;gpt-5
case_12_person_and_resources;Association Class;(User, Resource) .. Access;1;P058;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Association Class;(Person, Person) .. Ancestor;1;P058;case_12_person_and_resources;model013;;;;;gpt-5
case_12_person_and_resources;Association;;;P058;case_12_person_and_resources;model013;Association;"User ""1..*"" -- ""0..*"" Access";1;0;gpt-5
case_12_person_and_resources;Association;;;P058;case_12_person_and_resources;model013;Association;"Access ""0..*"" -- ""0..*"" Resource";1;0;gpt-5
case_12_person_and_resources;Attributes;;;P058;case_12_person_and_resources;model013;Attributes;Access.canView;1;0;gpt-5
case_12_person_and_resources;Composition;;;P058;case_12_person_and_resources;model013;Composition;"Folder ""0..1"" *-- ""0..1"" Folder";1;0;gpt-5
case_12_person_and_resources;Composition;;;P058;case_12_person_and_resources;model013;Composition;"Folder ""1"" *-- ""1"" File";1;0;gpt-5
case_11_e-commerce;Class;Customer;1;P059;case_11_e-commerce;model012;Class;Customer;1;1;gpt-5
case_11_e-commerce;Class;Product;1;P059;case_11_e-commerce;model012;Class;Product;1;1;gpt-5
case_11_e-commerce;Class;Order;1;P059;case_11_e-commerce;model012;Class;Order;1;1;gpt-5
case_11_e-commerce;Class;OrderDetails;1;P059;case_11_e-commerce;model012;Class;OrderItem;1;1;gpt-5
case_11_e-commerce;Class;Review;1;P059;case_11_e-commerce;model012;Class;Review;1;1;gpt-5
case_11_e-commerce;Class;Promotion;1;P059;case_11_e-commerce;model012;Class;PromotionalCampaign;1;1;gpt-5
case_11_e-commerce;Class;PromotionDetails;1;P059;case_11_e-commerce;model012;Class;ProductPromotion;1;1;gpt-5
case_11_e-commerce;Attributes;Customer.ID;1;P059;case_11_e-commerce;model012;Attributes;Customer.customerId;1;1;gpt-5
case_11_e-commerce;Attributes;Product.Name;1;P059;case_11_e-commerce;model012;Attributes;Product.name;1;1;gpt-5
case_11_e-commerce;Attributes;Product.Description;1;P059;case_11_e-commerce;model012;Attributes;Product.description;1;1;gpt-5
case_11_e-commerce;Attributes;Order.ID;1;P059;case_11_e-commerce;model012;Attributes;Order.orderId;1;1;gpt-5
case_11_e-commerce;Attributes;OrderDetails.Quantity;1;P059;case_11_e-commerce;model012;Attributes;OrderItem.quantityRequested;1;1;gpt-5
case_11_e-commerce;Attributes;OrderDetails.Price;1;P059;case_11_e-commerce;model012;Attributes;OrderItem.agreedPrice;1;1;gpt-5
case_11_e-commerce;Attributes;Review.Date;1;P059;case_11_e-commerce;model012;Attributes;Review.dateWritten;1;1;gpt-5
case_11_e-commerce;Attributes;Review.Rating;1;P059;case_11_e-commerce;model012;Attributes;Review.ratingScore;1;1;gpt-5
case_11_e-commerce;Attributes;PromotionDetails.DiscountRate;1;P059;case_11_e-commerce;model012;Attributes;ProductPromotion.discountRate;1;1;gpt-5
case_11_e-commerce;Attributes;PromotionDetails.StartPeriod;1;P059;case_11_e-commerce;model012;Attributes;ProductPromotion.startDate;1;1;gpt-5
case_11_e-commerce;Attributes;PromotionDetails.EndPeriod;1;P059;case_11_e-commerce;model012;Attributes;ProductPromotion.endDate;1;1;gpt-5
case_11_e-commerce;Association;"Customer ""1"" -- ""0..*"" Order";1;P059;case_11_e-commerce;model012;Association;"Customer ""0..1"" -- ""1..*"" Order";1;0;gpt-5
case_11_e-commerce;Association;"Customer ""*"" -- ""0..*"" Product";1;P059;case_11_e-commerce;model012;Association;"Product ""*"" -- ""*"" Customer";1;1;gpt-5
case_11_e-commerce;Association;"Order ""*"" -- ""*"" Product ";1;P059;case_11_e-commerce;model012;Association;"Product ""*"" -- ""*"" Order";1;1;gpt-5
case_11_e-commerce;Association;"Product ""1"" -- ""0..*"" Promotion";1;P059;case_11_e-commerce;model012;;;;;gpt-5
case_11_e-commerce;Association Class;(Order, Product) .. OrderDetails;1;P059;case_11_e-commerce;model012;Association Class;(Product, Order) .. OrderItem;1;1;gpt-5
case_11_e-commerce;Association Class;(Product, Customer) .. Review;1;P059;case_11_e-commerce;model012;Association Class;(Product, Customer) .. Review;1;1;gpt-5
case_11_e-commerce;Association Class;(Product, Promotion) .. PromotionDetails;1;P059;case_11_e-commerce;model012;Association Class;(Product, PromotionalCampaign) .. ProductPromotion;1;1;gpt-5
case_11_e-commerce;Association;;;P059;case_11_e-commerce;model012;Association;"Product ""1"" -- ""0..*"" ProductPromotion";1;1;gpt-5
case_11_e-commerce;Composition;;;P059;case_11_e-commerce;model012;Composition;"PromotionalCampaign ""1"" *-- ""0..*"" ProductPromotion";0;0;gpt-5
case_13_theater_scheduling;Class;Enumeration Time;1;P060;case_13_theater_scheduling;model001;;;;;gpt-4.1
case_13_theater_scheduling;Class;Abstract Person;1;P060;case_13_theater_scheduling;model001;Class;Abstract Person;1;1;gpt-4.1
case_13_theater_scheduling;Class;Author;1;P060;case_13_theater_scheduling;model001;Class;Author;1;1;gpt-4.1
case_13_theater_scheduling;Class;Participant;1;P060;case_13_theater_scheduling;model001;Class;Participant;1;1;gpt-4.1
case_13_theater_scheduling;Class;Session;1;P060;case_13_theater_scheduling;model001;Class;Session;1;1;gpt-4.1
case_13_theater_scheduling;Class;Theater;1;P060;case_13_theater_scheduling;model001;Class;Theater;1;1;gpt-4.1
case_13_theater_scheduling;Class;Abstract Play;1;P060;case_13_theater_scheduling;model001;Class;Abstract Play;1;1;gpt-4.1
case_13_theater_scheduling;Class;Musical;1;P060;case_13_theater_scheduling;model001;Class;Musical;1;1;gpt-4.1
case_13_theater_scheduling;Class;Opera;1;P060;case_13_theater_scheduling;model001;Class;Opera;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Time.Day;1;P060;case_13_theater_scheduling;model001;;;;;gpt-4.1
case_13_theater_scheduling;Attributes;Time.Night;1;P060;case_13_theater_scheduling;model001;;;;;gpt-4.1
case_13_theater_scheduling;Attributes;Person.name;1;P060;case_13_theater_scheduling;model001;Attributes;Person.name;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Session.date;1;P060;case_13_theater_scheduling;model001;Attributes;Session.scheduledDate;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Session.timeBegin;1;P060;case_13_theater_scheduling;model001;Attributes;Session.startTime;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Session.timeEnd;1;P060;case_13_theater_scheduling;model001;Attributes;Session.endTime;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Theater.Location;1;P060;case_13_theater_scheduling;model001;Attributes;Theater.location;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Play.name;1;P060;case_13_theater_scheduling;model001;Attributes;Play.name;1;1;gpt-4.1
case_13_theater_scheduling;Attributes;Play.Time;1;P060;case_13_theater_scheduling;model001;;;;;gpt-4.1
case_13_theater_scheduling;Association;"Play ""*"" -- ""*"" Theater : plays";1;P060;case_13_theater_scheduling;model001;Association;"Theater ""*"" -- ""*"" Play";1;1;gpt-4.1
case_13_theater_scheduling;Association;"Author ""1..*""  -- ""*"" Play : writes";1;P060;case_13_theater_scheduling;model001;Association;"Play ""0..*"" -- ""1..*"" Author";1;1;gpt-4.1
case_13_theater_scheduling;Association;"Participant ""*"" -- ""*"" Play : acts";1;P060;case_13_theater_scheduling;model001;Association;"Play ""0..*"" -- ""0..*"" Participant";1;1;gpt-4.1
case_13_theater_scheduling;Inheritance;Person <|-- Author;1;P060;case_13_theater_scheduling;model001;;;;;gpt-4.1
case_13_theater_scheduling;Inheritance;Person <|-- Participant;1;P060;case_13_theater_scheduling;model001;;;;;gpt-4.1
case_13_theater_scheduling;Inheritance;Play <|-- Musical;1;P060;case_13_theater_scheduling;model001;Inheritance;Musical --|> Play;1;1;gpt-4.1
case_13_theater_scheduling;Inheritance;Play <|-- Opera;1;P060;case_13_theater_scheduling;model001;Inheritance;Opera --|> Play;1;1;gpt-4.1
case_13_theater_scheduling;Association Class;(Play , Participant) .. Session;1;P060;case_13_theater_scheduling;model001;;;;;gpt-4.1
case_13_theater_scheduling;Attributes;;;P060;case_13_theater_scheduling;model001;Attributes;Theater.name;1;0;gpt-4.1
case_13_theater_scheduling;Association;;;P060;case_13_theater_scheduling;model001;Association;"Author ""0..*"" -- ""0..*"" Participant";1;0;gpt-4.1
case_13_theater_scheduling;Association Class;;;P060;case_13_theater_scheduling;model001;Association Class;(Theater, Play) .. Session;1;0;gpt-4.1
case_11_e-commerce;Class;Customer;1;P061;case_11_e-commerce;model003;Class;Customer;1;1;gpt-4.1
case_11_e-commerce;Class;Product;1;P061;case_11_e-commerce;model003;Class;Product;1;1;gpt-4.1
case_11_e-commerce;Class;Order;1;P061;case_11_e-commerce;model003;Class;Order;1;1;gpt-4.1
case_11_e-commerce;Class;OrderDetails;1;P061;case_11_e-commerce;model003;Class;OrderItem;1;1;gpt-4.1
case_11_e-commerce;Class;Review;1;P061;case_11_e-commerce;model003;Class;Review;1;1;gpt-4.1
case_11_e-commerce;Class;Promotion;1;P061;case_11_e-commerce;model003;Class;Promotion;1;1;gpt-4.1
case_11_e-commerce;Class;PromotionDetails;1;P061;case_11_e-commerce;model003;Class;ProductPromotion;1;1;gpt-4.1
case_11_e-commerce;Attributes;Customer.ID;1;P061;case_11_e-commerce;model003;Attributes;Customer.customerId;1;1;gpt-4.1
case_11_e-commerce;Attributes;Product.Name;1;P061;case_11_e-commerce;model003;Attributes;Product.name;1;1;gpt-4.1
case_11_e-commerce;Attributes;Product.Description;1;P061;case_11_e-commerce;model003;Attributes;Product.description;1;1;gpt-4.1
case_11_e-commerce;Attributes;Order.ID;1;P061;case_11_e-commerce;model003;Attributes;Order.orderId;1;1;gpt-4.1
case_11_e-commerce;Attributes;OrderDetails.Quantity;1;P061;case_11_e-commerce;model003;Attributes;OrderItem.quantity;1;1;gpt-4.1
case_11_e-commerce;Attributes;OrderDetails.Price;1;P061;case_11_e-commerce;model003;Attributes;OrderItem.agreedPrice;1;1;gpt-4.1
case_11_e-commerce;Attributes;Review.Date;1;P061;case_11_e-commerce;model003;Attributes;Review.dateWritten;1;1;gpt-4.1
case_11_e-commerce;Attributes;Review.Rating;1;P061;case_11_e-commerce;model003;Attributes;Review.ratingScore;1;1;gpt-4.1
case_11_e-commerce;Attributes;PromotionDetails.DiscountRate;1;P061;case_11_e-commerce;model003;Attributes;ProductPromotion.discountRate;1;1;gpt-4.1
case_11_e-commerce;Attributes;PromotionDetails.StartPeriod;1;P061;case_11_e-commerce;model003;Attributes;ProductPromotion.startDate;1;1;gpt-4.1
case_11_e-commerce;Attributes;PromotionDetails.EndPeriod;1;P061;case_11_e-commerce;model003;Attributes;ProductPromotion.endDate;1;1;gpt-4.1
case_11_e-commerce;Association;"Customer ""1"" -- ""0..*"" Order";1;P061;case_11_e-commerce;model003;Association;"Customer ""1"" -- ""0..1"" Order";1;0;gpt-4.1
case_11_e-commerce;Association;"Customer ""*"" -- ""0..*"" Product";1;P061;case_11_e-commerce;model003;;;;;gpt-4.1
case_11_e-commerce;Association;"Order ""*"" -- ""*"" Product ";1;P061;case_11_e-commerce;model003;Association;"Order ""*"" -- ""*"" Product";1;1;gpt-4.1
case_11_e-commerce;Association;"Product ""1"" -- ""0..*"" Promotion";1;P061;case_11_e-commerce;model003;Association;"Product ""*"" -- ""*"" Promotion";1;0;gpt-4.1
case_11_e-commerce;Association Class;(Order, Product) .. OrderDetails;1;P061;case_11_e-commerce;model003;Association Class;(Order, Product) .. OrderItem;1;1;gpt-4.1
case_11_e-commerce;Association Class;(Product, Customer) .. Review;1;P061;case_11_e-commerce;model003;;;;;gpt-4.1
case_11_e-commerce;Association Class;(Product, Promotion) .. PromotionDetails;1;P061;case_11_e-commerce;model003;Association Class;(Product, Promotion) .. ProductPromotion;1;1;gpt-4.1
case_11_e-commerce;Association;;;P061;case_11_e-commerce;model003;Association;"Product ""1"" -- ""0..*"" Review";1;0;gpt-4.1
case_11_e-commerce;Association;;;P061;case_11_e-commerce;model003;Association;"Customer ""1"" -- ""0..*"" Review";1;0;gpt-4.1
case_11_e-commerce;Attributes;;;P061;case_11_e-commerce;model003;Attributes;Promotion.promotionId;1;0;gpt-4.1
case_14_university_courses;Class;Student;1;P062;case_14_university_courses;model002;Class;Student;1;1;gpt-4.1
case_14_university_courses;Class;Course;1;P062;case_14_university_courses;model002;Class;Course;1;1;gpt-4.1
case_14_university_courses;Class;TeachingAssistant;1;P062;case_14_university_courses;model002;Class;TeachingAssistant;1;1;gpt-4.1
case_14_university_courses;Class;LabSection;1;P062;case_14_university_courses;model002;Class;LabSection;1;1;gpt-4.1
case_14_university_courses;Class;CourseRegistration;1;P062;case_14_university_courses;model002;Class;Enrollment;1;1;gpt-4.1
case_14_university_courses;Class;Assignment;1;P062;case_14_university_courses;model002;Class;Assignment;1;1;gpt-4.1
case_14_university_courses;Attributes;Student.ID;1;P062;case_14_university_courses;model002;Attributes;Student.studentCode;1;1;gpt-4.1
case_14_university_courses;Attributes;TeachingAssistant.FirstName;1;P062;case_14_university_courses;model002;Attributes;TeachingAssistant.firstName;1;1;gpt-4.1
case_14_university_courses;Attributes;TeachingAssistant.LastName;1;P062;case_14_university_courses;model002;Attributes;TeachingAssistant.lastName;1;1;gpt-4.1
case_14_university_courses;Attributes;LabSection.StartTime;1;P062;case_14_university_courses;model002;Attributes;LabSection.startTime;1;1;gpt-4.1
case_14_university_courses;Attributes;LabSection.EndTime;1;P062;case_14_university_courses;model002;Attributes;LabSection.endTime;1;1;gpt-4.1
case_14_university_courses;Attributes;LabSection.Location;1;P062;case_14_university_courses;model002;Attributes;LabSection.location;1;1;gpt-4.1
case_14_university_courses;Attributes;CourseRegistration.dateRegistered;1;P062;case_14_university_courses;model002;Attributes;Enrollment.enrollmentDate;1;1;gpt-4.1
case_14_university_courses;Attributes;Assignment.details;1;P062;case_14_university_courses;model002;Attributes;Assignment.details;1;1;gpt-4.1
case_14_university_courses;Attributes;Assignment.responsibilities;1;P062;case_14_university_courses;model002;Attributes;Assignment.responsibilities;1;1;gpt-4.1
case_14_university_courses;Association;"Student ""*"" -- ""*"" Course";1;P062;case_14_university_courses;model002;Association;"Student ""*"" -- ""*"" Course";1;1;gpt-4.1
case_14_university_courses;Association;"TeachingAssistant ""*"" -- ""*"" Course";1;P062;case_14_university_courses;model002;Association;"Course ""*"" -- ""*"" TeachingAssistant";1;1;gpt-4.1
case_14_university_courses;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;P062;case_14_university_courses;model002;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;1;gpt-4.1
case_14_university_courses;Association Class;(Student, Course) .. CourseRegistration;1;P062;case_14_university_courses;model002;Association Class;(Student, Course) .. Enrollment;1;1;gpt-4.1
case_14_university_courses;Association Class;(Course, TeachingAssistant) .. Assignment;1;P062;case_14_university_courses;model002;Association Class;(Course, TeachingAssistant) .. Assignment;1;1;gpt-4.1
case_14_university_courses;Attributes;;;P062;case_14_university_courses;model002;Attributes;Course.courseName;1;0;gpt-4.1
case_14_university_courses;Association;;;P062;case_14_university_courses;model002;Association;"LabSection ""1..*"" -- ""1..*"" TeachingAssistant";1;0;gpt-4.1
case_15_robots;Class;Enumeration Location;1;P063;case_15_robots;model013;Class;Enumeration LocationCategory;1;1;gpt-5
case_15_robots;Class;Abstract Robot;1;P063;case_15_robots;model013;Class;Abstract Robot;1;1;gpt-5
case_15_robots;Class;CleaningRobot;1;P063;case_15_robots;model013;Class;CleaningRobot;1;1;gpt-5
case_15_robots;Class;TransportRobot;1;P063;case_15_robots;model013;Class;TransportRobot;1;1;gpt-5
case_15_robots;Class;Task;1;P063;case_15_robots;model013;Class;Task;1;1;gpt-5
case_15_robots;Class;TaskExecution;1;P063;case_15_robots;model013;Class;TaskExecution;1;1;gpt-5
case_15_robots;Attributes;Location.Corridors;1;P063;case_15_robots;model013;Attributes;LocationCategory.Corridor;1;1;gpt-5
case_15_robots;Attributes;Location.Rooms;1;P063;case_15_robots;model013;Attributes;LocationCategory.Room;1;1;gpt-5
case_15_robots;Attributes;Robot.id;1;P063;case_15_robots;model013;Attributes;Robot.identifier;1;1;gpt-5
case_15_robots;Attributes;Task.id;1;P063;case_15_robots;model013;Attributes;Task.code;1;1;gpt-5
case_15_robots;Attributes;TaskExecution.id;1;P063;case_15_robots;model013;Attributes;TaskExecution.referenceCode;1;1;gpt-5
case_15_robots;Attributes;TaskExecution.startTime;1;P063;case_15_robots;model013;Attributes;TaskExecution.startTime;1;1;gpt-5
case_15_robots;Attributes;TaskExecution.Location;1;P063;case_15_robots;model013;Attributes;TaskExecution.locationCategory;1;1;gpt-5
case_15_robots;Association;"Robot ""*"" -- ""*"" Task : performs";1;P063;case_15_robots;model013;Association;"Robot ""1..*"" -- ""0..*"" Task";1;1;gpt-5
case_15_robots;Inheritance;CleaningRobot --|> Robot;1;P063;case_15_robots;model013;Inheritance;CleaningRobot --|> Robot;1;1;gpt-5
case_15_robots;Inheritance;TransportRobot --|> Robot;1;P063;case_15_robots;model013;Inheritance;TransportRobot --|> Robot;1;1;gpt-5
case_15_robots;Association Class;(Robot, Task) .. TaskExecution;1;P063;case_15_robots;model013;Association Class;(Robot, Task) .. TaskExecution;1;1;gpt-5
case_13_theater_scheduling;Class;Enumeration Time;1;P064;case_13_theater_scheduling;model011;Class;Enumeration TimeOfDay;1;1;gpt-5
case_13_theater_scheduling;Class;Abstract Person;1;P064;case_13_theater_scheduling;model011;Class;Abstract Person;1;1;gpt-5
case_13_theater_scheduling;Class;Author;1;P064;case_13_theater_scheduling;model011;Class;Author;1;1;gpt-5
case_13_theater_scheduling;Class;Participant;1;P064;case_13_theater_scheduling;model011;Class;Participant;1;1;gpt-5
case_13_theater_scheduling;Class;Session;1;P064;case_13_theater_scheduling;model011;Class;Session;1;1;gpt-5
case_13_theater_scheduling;Class;Theater;1;P064;case_13_theater_scheduling;model011;Class;Theater;1;1;gpt-5
case_13_theater_scheduling;Class;Abstract Play;1;P064;case_13_theater_scheduling;model011;Class;Abstract Play;1;1;gpt-5
case_13_theater_scheduling;Class;Musical;1;P064;case_13_theater_scheduling;model011;Class;Musical;1;1;gpt-5
case_13_theater_scheduling;Class;Opera;1;P064;case_13_theater_scheduling;model011;Class;Opera;1;1;gpt-5
case_13_theater_scheduling;Attributes;Time.Day;1;P064;case_13_theater_scheduling;model011;Attributes;TimeOfDay.Day;1;1;gpt-5
case_13_theater_scheduling;Attributes;Time.Night;1;P064;case_13_theater_scheduling;model011;Attributes;TimeOfDay.Night;1;1;gpt-5
case_13_theater_scheduling;Attributes;Person.name;1;P064;case_13_theater_scheduling;model011;Attributes;Person.name;1;1;gpt-5
case_13_theater_scheduling;Attributes;Session.date;1;P064;case_13_theater_scheduling;model011;Attributes;Session.scheduledDate;1;1;gpt-5
case_13_theater_scheduling;Attributes;Session.timeBegin;1;P064;case_13_theater_scheduling;model011;Attributes;Session.startTime;1;1;gpt-5
case_13_theater_scheduling;Attributes;Session.timeEnd;1;P064;case_13_theater_scheduling;model011;Attributes;Session.endTime;1;1;gpt-5
case_13_theater_scheduling;Attributes;Theater.Location;1;P064;case_13_theater_scheduling;model011;Attributes;Theater.location;1;1;gpt-5
