Exercise;Element;reference_plantuml;reference;exercise_name;model_number;elem_type;plantuml;predicted;correct;llm
case_13_theater_scheduling;Association;"Author ""1..*""  -- ""*"" Play : writes";1;case_13_theater_scheduling;model011;Association;"Play ""1..*"" -- ""1..*"" Author";1;0;gpt5
case_13_theater_scheduling;Association;"Participant ""*"" -- ""*"" Play : acts";1;case_13_theater_scheduling;model011;Association;"Play ""1..*"" -- ""1..*"" Participant";1;0;gpt5
case_13_theater_scheduling;Inheritance;Person <|-- Author;1;case_13_theater_scheduling;model011;;;;;gpt5
case_13_theater_scheduling;Inheritance;Person <|-- Participant;1;case_13_theater_scheduling;model011;;;;;gpt5
case_13_theater_scheduling;Inheritance;Play <|-- Musical;1;case_13_theater_scheduling;model011;Inheritance;Musical --|> Play;1;1;gpt5
case_13_theater_scheduling;Inheritance;Play <|-- Opera;1;case_13_theater_scheduling;model011;Inheritance;Opera --|> Play;1;1;gpt5
case_13_theater_scheduling;Association Class;(Play , Participant) .. Session;1;case_13_theater_scheduling;model011;;;;;gpt5
case_13_theater_scheduling;Attributes;;;case_13_theater_scheduling;model011;Attributes;Author.name;1;0;gpt5
case_13_theater_scheduling;Attributes;;;case_13_theater_scheduling;model011;Attributes;Participant.name;1;0;gpt5
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model011;Association;"Session ""1"" -- ""0..*"" Theater";1;0;gpt5
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model011;Association;"Session ""1..*"" -- ""0..*"" Participant";1;0;gpt5
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model011;Association;"Author ""0..1"" -- ""0..1"" Participant";1;0;gpt5
case_13_theater_scheduling;Composition;;;case_13_theater_scheduling;model011;Composition;"Play ""0..*"" *-- ""1"" Session";1;0;gpt5
case_13_theater_scheduling;Association Class;;;case_13_theater_scheduling;model011;Association Class;(Play, Theater) .. Session;1;0;gpt5
case_13_theater_scheduling;Class;Enumeration Time;1;case_13_theater_scheduling;model012;Class;Enumeration TimeOfDay;1;1;gpt5
case_13_theater_scheduling;Class;Abstract Person;1;case_13_theater_scheduling;model012;Class;Person;1;0;gpt5
case_13_theater_scheduling;Class;Author;1;case_13_theater_scheduling;model012;Class;Author;1;1;gpt5
case_13_theater_scheduling;Class;Participant;1;case_13_theater_scheduling;model012;Class;Participant;1;1;gpt5
case_13_theater_scheduling;Class;Session;1;case_13_theater_scheduling;model012;Class;Session;1;1;gpt5
case_13_theater_scheduling;Class;Theater;1;case_13_theater_scheduling;model012;Class;Theater;1;1;gpt5
case_13_theater_scheduling;Class;Abstract Play;1;case_13_theater_scheduling;model012;Class;Abstract Play;1;1;gpt5
case_13_theater_scheduling;Class;Musical;1;case_13_theater_scheduling;model012;Class;Musical;1;1;gpt5
case_13_theater_scheduling;Class;Opera;1;case_13_theater_scheduling;model012;Class;Opera;1;1;gpt5
case_13_theater_scheduling;Attributes;Time.Day;1;case_13_theater_scheduling;model012;Attributes;TimeOfDay.Day;1;1;gpt5
case_13_theater_scheduling;Attributes;Time.Night;1;case_13_theater_scheduling;model012;Attributes;TimeOfDay.Night;1;1;gpt5
case_13_theater_scheduling;Attributes;Person.name;1;case_13_theater_scheduling;model012;Attributes;Person.name;1;1;gpt5
case_13_theater_scheduling;Attributes;Session.date;1;case_13_theater_scheduling;model012;Attributes;Session.scheduledDate;1;1;gpt5
case_13_theater_scheduling;Attributes;Session.timeBegin;1;case_13_theater_scheduling;model012;Attributes;Session.startTime;1;1;gpt5
case_13_theater_scheduling;Attributes;Session.timeEnd;1;case_13_theater_scheduling;model012;Attributes;Session.endTime;1;1;gpt5
case_13_theater_scheduling;Attributes;Theater.Location;1;case_13_theater_scheduling;model012;Attributes;Theater.location;1;1;gpt5
case_13_theater_scheduling;Attributes;Play.name;1;case_13_theater_scheduling;model012;Attributes;Play.name;1;1;gpt5
case_13_theater_scheduling;Attributes;Play.Time;1;case_13_theater_scheduling;model012;Attributes;Play.timeOfDay;1;1;gpt5
case_13_theater_scheduling;Association;"Play ""*"" -- ""*"" Theater : plays";1;case_13_theater_scheduling;model012;Association;"Play ""1..*"" -- ""0..*"" Theater";1;0;gpt5
case_13_theater_scheduling;Association;"Author ""1..*""  -- ""*"" Play : writes";1;case_13_theater_scheduling;model012;Association;"Play ""1..*"" -- ""0..*"" Author";1;0;gpt5
case_13_theater_scheduling;Association;"Participant ""*"" -- ""*"" Play : acts";1;case_13_theater_scheduling;model012;Association;"Play ""1..*"" -- ""0..*"" Participant";1;0;gpt5
case_13_theater_scheduling;Inheritance;Person <|-- Author;1;case_13_theater_scheduling;model012;Inheritance;Author --|> Person;1;1;gpt5
case_13_theater_scheduling;Inheritance;Person <|-- Participant;1;case_13_theater_scheduling;model012;Inheritance;Participant --|> Person;1;1;gpt5
case_13_theater_scheduling;Inheritance;Play <|-- Musical;1;case_13_theater_scheduling;model012;Inheritance;Musical --|> Play;1;1;gpt5
case_13_theater_scheduling;Inheritance;Play <|-- Opera;1;case_13_theater_scheduling;model012;Inheritance;Opera --|> Play;1;1;gpt5
case_13_theater_scheduling;Association Class;(Play , Participant) .. Session;1;case_13_theater_scheduling;model012;;;;;gpt5
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model012;Association;"Session ""1"" -- ""0..*"" Theater";1;0;gpt5
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model012;Association;"Session ""1..*"" -- ""0..*"" Participant";1;0;gpt5
case_13_theater_scheduling;Composition;;;case_13_theater_scheduling;model012;Composition;"Play ""0..*"" *-- ""1"" Session";1;0;gpt5
case_13_theater_scheduling;Association Class;;;case_13_theater_scheduling;model012;Association Class;(Play, Theater) .. Session;1;0;gpt5
case_13_theater_scheduling;Class;Enumeration Time;1;case_13_theater_scheduling;model013;Class;Enumeration TimeOfDay;1;1;gpt5
case_13_theater_scheduling;Class;Abstract Person;1;case_13_theater_scheduling;model013;;;;;gpt5
case_13_theater_scheduling;Class;Author;1;case_13_theater_scheduling;model013;Class;Author;1;1;gpt5
case_13_theater_scheduling;Class;Participant;1;case_13_theater_scheduling;model013;Class;Participant;1;1;gpt5
case_13_theater_scheduling;Class;Session;1;case_13_theater_scheduling;model013;Class;PlaySession;1;1;gpt5
case_13_theater_scheduling;Class;Theater;1;case_13_theater_scheduling;model013;Class;Theater;1;1;gpt5
case_13_theater_scheduling;Class;Abstract Play;1;case_13_theater_scheduling;model013;Class;Abstract Play;1;1;gpt5
case_13_theater_scheduling;Class;Musical;1;case_13_theater_scheduling;model013;Class;Musical;1;1;gpt5
case_13_theater_scheduling;Class;Opera;1;case_13_theater_scheduling;model013;Class;Opera;1;1;gpt5
case_13_theater_scheduling;Attributes;Time.Day;1;case_13_theater_scheduling;model013;Attributes;TimeOfDay.Day;1;1;gpt5
case_13_theater_scheduling;Attributes;Time.Night;1;case_13_theater_scheduling;model013;Attributes;TimeOfDay.Night;1;1;gpt5
case_13_theater_scheduling;Attributes;Person.name;1;case_13_theater_scheduling;model013;;;;;gpt5
case_13_theater_scheduling;Attributes;Session.date;1;case_13_theater_scheduling;model013;Attributes;PlaySession.scheduledDate;1;1;gpt5
case_13_theater_scheduling;Attributes;Session.timeBegin;1;case_13_theater_scheduling;model013;Attributes;PlaySession.startTime;1;1;gpt5
case_13_theater_scheduling;Attributes;Session.timeEnd;1;case_13_theater_scheduling;model013;Attributes;PlaySession.endTime;1;1;gpt5
case_13_theater_scheduling;Attributes;Theater.Location;1;case_13_theater_scheduling;model013;Attributes;Theater.location;1;1;gpt5
case_13_theater_scheduling;Attributes;Play.name;1;case_13_theater_scheduling;model013;Attributes;Play.name;1;1;gpt5
case_13_theater_scheduling;Attributes;Play.Time;1;case_13_theater_scheduling;model013;Attributes;Play.timeOfDay;1;1;gpt5
case_13_theater_scheduling;Association;"Play ""*"" -- ""*"" Theater : plays";1;case_13_theater_scheduling;model013;Association;"Play ""1..*"" -- ""0..*"" Theater";1;0;gpt5
case_13_theater_scheduling;Association;"Author ""1..*""  -- ""*"" Play : writes";1;case_13_theater_scheduling;model013;Association;"Play ""1..*"" -- ""0..*"" Author";1;0;gpt5
case_13_theater_scheduling;Association;"Participant ""*"" -- ""*"" Play : acts";1;case_13_theater_scheduling;model013;Association;"Play ""1..*"" -- ""0..*"" Participant";1;0;gpt5
case_13_theater_scheduling;Inheritance;Person <|-- Author;1;case_13_theater_scheduling;model013;;;;;gpt5
case_13_theater_scheduling;Inheritance;Person <|-- Participant;1;case_13_theater_scheduling;model013;;;;;gpt5
case_13_theater_scheduling;Inheritance;Play <|-- Musical;1;case_13_theater_scheduling;model013;Inheritance;Musical --|> Play;1;1;gpt5
case_13_theater_scheduling;Inheritance;Play <|-- Opera;1;case_13_theater_scheduling;model013;Inheritance;Opera --|> Play;1;1;gpt5
case_13_theater_scheduling;Association Class;(Play , Participant) .. Session;1;case_13_theater_scheduling;model013;;;;;gpt5
case_13_theater_scheduling;Attributes;;;case_13_theater_scheduling;model013;Attributes;Author.name;1;0;gpt5
case_13_theater_scheduling;Attributes;;;case_13_theater_scheduling;model013;Attributes;Participant.name;1;0;gpt5
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model013;Association;"PlaySession ""1..1"" -- ""0..*"" Theater";1;0;gpt5
case_13_theater_scheduling;Association;;;case_13_theater_scheduling;model013;Association;"Author ""0..1"" -- ""0..1"" Participant";1;0;gpt5
case_13_theater_scheduling;Association Class;;;case_13_theater_scheduling;model013;Association Class;(Play, Theater) .. PlaySession;1;0;gpt5
case_14_university_courses;Class;Student;1;case_14_university_courses;model001;Class;Student;1;1;gpt4.1
case_14_university_courses;Class;Course;1;case_14_university_courses;model001;Class;Course;1;1;gpt4.1
case_14_university_courses;Class;TeachingAssistant;1;case_14_university_courses;model001;Class;TeachingAssistant;1;1;gpt4.1
case_14_university_courses;Class;LabSection;1;case_14_university_courses;model001;Class;LabSection;1;1;gpt4.1
case_14_university_courses;Class;CourseRegistration;1;case_14_university_courses;model001;Class;Enrollment;1;1;gpt4.1
case_14_university_courses;Class;Assignment;1;case_14_university_courses;model001;Class;Assignment;1;1;gpt4.1
case_14_university_courses;Attributes;Student.ID;1;case_14_university_courses;model001;Attributes;Student.studentCode;1;1;gpt4.1
case_14_university_courses;Attributes;TeachingAssistant.FirstName;1;case_14_university_courses;model001;Attributes;TeachingAssistant.firstName;1;1;gpt4.1
case_14_university_courses;Attributes;TeachingAssistant.LastName;1;case_14_university_courses;model001;Attributes;TeachingAssistant.lastName;1;1;gpt4.1
case_14_university_courses;Attributes;LabSection.StartTime;1;case_14_university_courses;model001;Attributes;LabSection.startTime;1;1;gpt4.1
case_14_university_courses;Attributes;LabSection.EndTime;1;case_14_university_courses;model001;Attributes;LabSection.endTime;1;1;gpt4.1
case_14_university_courses;Attributes;LabSection.Location;1;case_14_university_courses;model001;Attributes;LabSection.location;1;1;gpt4.1
case_14_university_courses;Attributes;CourseRegistration.dateRegistered;1;case_14_university_courses;model001;Attributes;Enrollment.enrollmentDate;1;1;gpt4.1
case_14_university_courses;Attributes;Assignment.details;1;case_14_university_courses;model001;Attributes;Assignment.details;1;1;gpt4.1
case_14_university_courses;Attributes;Assignment.responsibilities;1;case_14_university_courses;model001;Attributes;Assignment.responsibilities;1;1;gpt4.1
case_14_university_courses;Association;"Student ""*"" -- ""*"" Course";1;case_14_university_courses;model001;;;;;gpt4.1
case_14_university_courses;Association;"TeachingAssistant ""*"" -- ""*"" Course";1;case_14_university_courses;model001;;;;;gpt4.1
case_14_university_courses;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;case_14_university_courses;model001;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;1;gpt4.1
case_14_university_courses;Association Class;(Student, Course) .. CourseRegistration;1;case_14_university_courses;model001;;;;;gpt4.1
case_14_university_courses;Association Class;(Course, TeachingAssistant) .. Assignment;1;case_14_university_courses;model001;;;;;gpt4.1
case_14_university_courses;Attributes;;;case_14_university_courses;model001;Attributes;Course.courseName;1;0;gpt4.1
case_14_university_courses;Association;;;case_14_university_courses;model001;Association;"Student ""1"" -- ""0..*"" Enrollment";1;0;gpt4.1
case_14_university_courses;Association;;;case_14_university_courses;model001;Association;"Enrollment ""1"" -- ""1"" Course";1;0;gpt4.1
case_14_university_courses;Association;;;case_14_university_courses;model001;Association;"TeachingAssistant ""1"" -- ""0..*"" Assignment";1;0;gpt4.1
case_14_university_courses;Association;;;case_14_university_courses;model001;Association;"Assignment ""1"" -- ""1"" Course";1;0;gpt4.1
case_14_university_courses;Class;Student;1;case_14_university_courses;model002;Class;Student;1;1;gpt4.1
case_14_university_courses;Class;Course;1;case_14_university_courses;model002;Class;Course;1;1;gpt4.1
case_14_university_courses;Class;TeachingAssistant;1;case_14_university_courses;model002;Class;TeachingAssistant;1;1;gpt4.1
case_14_university_courses;Class;LabSection;1;case_14_university_courses;model002;Class;LabSection;1;1;gpt4.1
case_14_university_courses;Class;CourseRegistration;1;case_14_university_courses;model002;Class;Enrollment;1;1;gpt4.1
case_14_university_courses;Class;Assignment;1;case_14_university_courses;model002;Class;Assignment;1;1;gpt4.1
case_14_university_courses;Attributes;Student.ID;1;case_14_university_courses;model002;Attributes;Student.studentCode;1;1;gpt4.1
case_14_university_courses;Attributes;TeachingAssistant.FirstName;1;case_14_university_courses;model002;Attributes;TeachingAssistant.firstName;1;1;gpt4.1
case_14_university_courses;Attributes;TeachingAssistant.LastName;1;case_14_university_courses;model002;Attributes;TeachingAssistant.lastName;1;1;gpt4.1
case_14_university_courses;Attributes;LabSection.StartTime;1;case_14_university_courses;model002;Attributes;LabSection.startTime;1;1;gpt4.1
case_14_university_courses;Attributes;LabSection.EndTime;1;case_14_university_courses;model002;Attributes;LabSection.endTime;1;1;gpt4.1
case_14_university_courses;Attributes;LabSection.Location;1;case_14_university_courses;model002;Attributes;LabSection.location;1;1;gpt4.1
case_14_university_courses;Attributes;CourseRegistration.dateRegistered;1;case_14_university_courses;model002;Attributes;Enrollment.enrollmentDate;1;1;gpt4.1
case_14_university_courses;Attributes;Assignment.details;1;case_14_university_courses;model002;Attributes;Assignment.details;1;1;gpt4.1
case_14_university_courses;Attributes;Assignment.responsibilities;1;case_14_university_courses;model002;Attributes;Assignment.responsibilities;1;1;gpt4.1
case_14_university_courses;Association;"Student ""*"" -- ""*"" Course";1;case_14_university_courses;model002;;;;;gpt4.1
case_14_university_courses;Association;"TeachingAssistant ""*"" -- ""*"" Course";1;case_14_university_courses;model002;;;;;gpt4.1
case_14_university_courses;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;case_14_university_courses;model002;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;1;gpt4.1
case_14_university_courses;Association Class;(Student, Course) .. CourseRegistration;1;case_14_university_courses;model002;Association Class;CourseRegistration;1;1;gpt4.1
case_14_university_courses;Association Class;(Course, TeachingAssistant) .. Assignment;1;case_14_university_courses;model002;Association Class;(Course, TeachingAssistant) .. Assignment;1;1;gpt4.1
case_14_university_courses;Association;;;case_14_university_courses;model002;Association;"Student ""1"" -- ""0..*"" Enrollment";1;1;gpt4.1
case_14_university_courses;Association;;;case_14_university_courses;model002;Association;"Course ""1"" -- ""0..*"" Enrollment";0;0;gpt4.1
case_14_university_courses;Attributes;;;case_14_university_courses;model002;Attributes;Course.courseName;1;0;gpt4.1
case_14_university_courses;Association;;;case_14_university_courses;model002;Association;"LabSection ""0..*"" -- ""0..*"" TeachingAssistant";1;0;gpt4.1
case_14_university_courses;Association Class;;;case_14_university_courses;model002;Association Class;(TeachingAssistant, LabSection) .. LabSectionSupport;1;0;gpt4.1
case_14_university_courses;Class;Student;1;case_14_university_courses;model003;Class;Student;1;1;gpt4.1
case_14_university_courses;Class;Course;1;case_14_university_courses;model003;Class;Course;1;1;gpt4.1
case_14_university_courses;Class;TeachingAssistant;1;case_14_university_courses;model003;Class;TeachingAssistant;1;1;gpt4.1
case_14_university_courses;Class;LabSection;1;case_14_university_courses;model003;Class;LabSection;1;1;gpt4.1
case_14_university_courses;Class;CourseRegistration;1;case_14_university_courses;model003;Class;Enrollment;1;1;gpt4.1
case_14_university_courses;Class;Assignment;1;case_14_university_courses;model003;Class;Assignment;1;1;gpt4.1
case_14_university_courses;Attributes;Student.ID;1;case_14_university_courses;model003;Attributes;Student.studentCode;1;1;gpt4.1
case_14_university_courses;Attributes;TeachingAssistant.FirstName;1;case_14_university_courses;model003;Attributes;TeachingAssistant.firstName;1;1;gpt4.1
case_14_university_courses;Attributes;TeachingAssistant.LastName;1;case_14_university_courses;model003;Attributes;TeachingAssistant.lastName;1;1;gpt4.1
case_14_university_courses;Attributes;LabSection.StartTime;1;case_14_university_courses;model003;Attributes;LabSection.startTime;1;1;gpt4.1
case_14_university_courses;Attributes;LabSection.EndTime;1;case_14_university_courses;model003;Attributes;LabSection.endTime;1;1;gpt4.1
case_14_university_courses;Attributes;LabSection.Location;1;case_14_university_courses;model003;Attributes;LabSection.location;1;1;gpt4.1
case_14_university_courses;Attributes;CourseRegistration.dateRegistered;1;case_14_university_courses;model003;Attributes;Enrollment.enrollmentDate;1;1;gpt4.1
case_14_university_courses;Attributes;Assignment.details;1;case_14_university_courses;model003;Attributes;Assignment.details;1;1;gpt4.1
case_14_university_courses;Attributes;Assignment.responsibilities;1;case_14_university_courses;model003;Attributes;Assignment.responsibilities;1;1;gpt4.1
case_14_university_courses;Association;"Student ""*"" -- ""*"" Course";1;case_14_university_courses;model003;;;;;gpt4.1
case_14_university_courses;Association;"TeachingAssistant ""*"" -- ""*"" Course";1;case_14_university_courses;model003;;;;;gpt4.1
case_14_university_courses;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;case_14_university_courses;model003;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;1;gpt4.1
case_14_university_courses;Association Class;(Student, Course) .. CourseRegistration;1;case_14_university_courses;model003;;;;;gpt4.1
case_14_university_courses;Association Class;(Course, TeachingAssistant) .. Assignment;1;case_14_university_courses;model003;;;;;gpt4.1
case_14_university_courses;Attributes;;;case_14_university_courses;model003;Attributes;Course.courseName;1;0;gpt4.1
case_14_university_courses;Association;;;case_14_university_courses;model003;Association;"Student ""1"" -- ""0..*"" Enrollment";1;0;gpt4.1
case_14_university_courses;Association;;;case_14_university_courses;model003;Association;"Enrollment ""1"" -- ""1"" Course";1;0;gpt4.1
case_14_university_courses;Association;;;case_14_university_courses;model003;Association;"TeachingAssistant ""1"" -- ""0..*"" Assignment";1;0;gpt4.1
case_14_university_courses;Association;;;case_14_university_courses;model003;Association;"Assignment ""1"" -- ""1"" Course";1;0;gpt4.1
case_14_university_courses;Class;Student;1;case_14_university_courses;model011;Class;Student;1;1;gpt5
case_14_university_courses;Class;Course;1;case_14_university_courses;model011;Class;Course;1;1;gpt5
case_14_university_courses;Class;TeachingAssistant;1;case_14_university_courses;model011;Class;TeachingAssistant;1;1;gpt5
case_14_university_courses;Class;LabSection;1;case_14_university_courses;model011;Class;LabSection;1;1;gpt5
case_14_university_courses;Class;CourseRegistration;1;case_14_university_courses;model011;Class;Enrollment;1;1;gpt5
case_14_university_courses;Class;Assignment;1;case_14_university_courses;model011;Class;Assignment;1;1;gpt5
case_14_university_courses;Attributes;Student.ID;1;case_14_university_courses;model011;Attributes;Student.studentCode;1;1;gpt5
case_14_university_courses;Attributes;TeachingAssistant.FirstName;1;case_14_university_courses;model011;Attributes;TeachingAssistant.firstName;1;1;gpt5
case_14_university_courses;Attributes;TeachingAssistant.LastName;1;case_14_university_courses;model011;Attributes;TeachingAssistant.lastName;1;1;gpt5
case_14_university_courses;Attributes;LabSection.StartTime;1;case_14_university_courses;model011;Attributes;TimeSlot.startTime;1;1;gpt5
case_14_university_courses;Attributes;LabSection.EndTime;1;case_14_university_courses;model011;Attributes;TimeSlot.endTime;1;1;gpt5
case_14_university_courses;Attributes;LabSection.Location;1;case_14_university_courses;model011;Attributes;LabSection.location;1;1;gpt5
case_14_university_courses;Attributes;CourseRegistration.dateRegistered;1;case_14_university_courses;model011;Attributes;Enrollment.date;1;1;gpt5
case_14_university_courses;Attributes;Assignment.details;1;case_14_university_courses;model011;Attributes;Assignment.details;1;1;gpt5
case_14_university_courses;Attributes;Assignment.responsibilities;1;case_14_university_courses;model011;Attributes;Assignment.responsibilities;1;1;gpt5
case_14_university_courses;Association;"Student ""*"" -- ""*"" Course";1;case_14_university_courses;model011;;;;;gpt5
case_14_university_courses;Association;"TeachingAssistant ""*"" -- ""*"" Course";1;case_14_university_courses;model011;;;;;gpt5
case_14_university_courses;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;case_14_university_courses;model011;Composition;"Course ""1..*"" *-- ""1"" LabSection";1;0;gpt5
case_14_university_courses;Association Class;(Student, Course) .. CourseRegistration;1;case_14_university_courses;model011;Association Class;(Student, Course) .. Enrollment;1;1;gpt5
case_14_university_courses;Association Class;(Course, TeachingAssistant) .. Assignment;1;case_14_university_courses;model011;;;;;gpt5
case_14_university_courses;Attributes;;;case_14_university_courses;model011;Attributes;Assignment.role;1;0;gpt5
case_14_university_courses;Attributes;;;case_14_university_courses;model011;Attributes;LabSection.timeSlot;1;0;gpt5
case_14_university_courses;Class;;;case_14_university_courses;model011;Class;TimeSlot;1;0;gpt5
case_14_university_courses;Class;;;case_14_university_courses;model011;Class;University;1;0;gpt5
case_14_university_courses;Association;;;case_14_university_courses;model011;Association;"TeachingAssistant ""0..*"" -- ""1"" Assignment";1;0;gpt5
case_14_university_courses;Association;;;case_14_university_courses;model011;Association;"Course ""0..*"" -- ""1"" Assignment";1;0;gpt5
case_14_university_courses;Composition;;;case_14_university_courses;model011;Composition;"LabSection ""1"" *-- ""1"" TimeSlot";1;0;gpt5
case_14_university_courses;Composition;;;case_14_university_courses;model011;Composition;"University ""0..*"" *-- ""1"" Course";1;0;gpt5
case_14_university_courses;Class;Student;1;case_14_university_courses;model012;Class;Student;1;1;gpt5
case_14_university_courses;Class;Course;1;case_14_university_courses;model012;Class;Course;1;1;gpt5
case_14_university_courses;Class;TeachingAssistant;1;case_14_university_courses;model012;Class;TeachingAssistant;1;1;gpt5
case_14_university_courses;Class;LabSection;1;case_14_university_courses;model012;Class;LabSection;1;1;gpt5
case_14_university_courses;Class;CourseRegistration;1;case_14_university_courses;model012;Class;Enrollment;1;1;gpt5
case_14_university_courses;Class;Assignment;1;case_14_university_courses;model012;Class;Assignment;1;1;gpt5
case_14_university_courses;Attributes;Student.ID;1;case_14_university_courses;model012;Attributes;Student.studentCode;1;1;gpt5
case_14_university_courses;Attributes;TeachingAssistant.FirstName;1;case_14_university_courses;model012;Attributes;TeachingAssistant.firstName;1;1;gpt5
case_14_university_courses;Attributes;TeachingAssistant.LastName;1;case_14_university_courses;model012;Attributes;TeachingAssistant.lastName;1;1;gpt5
case_14_university_courses;Attributes;LabSection.StartTime;1;case_14_university_courses;model012;Attributes;TimeSlot.startTime;1;1;gpt5
case_14_university_courses;Attributes;LabSection.EndTime;1;case_14_university_courses;model012;Attributes;TimeSlot.endTime;1;1;gpt5
case_14_university_courses;Attributes;LabSection.Location;1;case_14_university_courses;model012;Attributes;LabSection.location;1;1;gpt5
case_14_university_courses;Attributes;CourseRegistration.dateRegistered;1;case_14_university_courses;model012;Attributes;Enrollment.date;1;1;gpt5
case_14_university_courses;Attributes;Assignment.details;1;case_14_university_courses;model012;Attributes;Assignment.details;1;1;gpt5
case_14_university_courses;Attributes;Assignment.responsibilities;1;case_14_university_courses;model012;Attributes;Assignment.responsibilities;1;1;gpt5
case_14_university_courses;Association;"Student ""*"" -- ""*"" Course";1;case_14_university_courses;model012;;;;;gpt5
case_14_university_courses;Association;"TeachingAssistant ""*"" -- ""*"" Course";1;case_14_university_courses;model012;;;;;gpt5
case_14_university_courses;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;case_14_university_courses;model012;Composition;"Course ""1..*"" *-- ""1"" LabSection";1;0;gpt5
case_14_university_courses;Association Class;(Student, Course) .. CourseRegistration;1;case_14_university_courses;model012;;;;;gpt5
case_14_university_courses;Association Class;(Course, TeachingAssistant) .. Assignment;1;case_14_university_courses;model012;Association Class;(TeachingAssistant, Course) .. Assignment;1;1;gpt5
case_14_university_courses;Attributes;;;case_14_university_courses;model012;Attributes;Assignment.role;1;0;gpt5
case_14_university_courses;Class;;;case_14_university_courses;model012;Class;TimeSlot;1;0;gpt5
case_14_university_courses;Association;;;case_14_university_courses;model012;Association;"Student ""0..*"" -- ""1"" Enrollment";1;0;gpt5
case_14_university_courses;Composition;;;case_14_university_courses;model012;Composition;"LabSection ""1"" *-- ""1"" TimeSlot";1;0;gpt5
case_14_university_courses;Class;Student;1;case_14_university_courses;model013;Class;Student;1;1;gpt5
case_14_university_courses;Class;Course;1;case_14_university_courses;model013;Class;Course;1;1;gpt5
case_14_university_courses;Class;TeachingAssistant;1;case_14_university_courses;model013;Class;TeachingAssistant;1;1;gpt5
case_14_university_courses;Class;LabSection;1;case_14_university_courses;model013;Class;LabSection;1;1;gpt5
case_14_university_courses;Class;CourseRegistration;1;case_14_university_courses;model013;Class;Enrollment;1;1;gpt5
case_14_university_courses;Class;Assignment;1;case_14_university_courses;model013;Class;Assignment;1;1;gpt5
case_14_university_courses;Attributes;Student.ID;1;case_14_university_courses;model013;Attributes;Student.studentCode;1;1;gpt5
case_14_university_courses;Attributes;TeachingAssistant.FirstName;1;case_14_university_courses;model013;Attributes;TeachingAssistant.firstName;1;1;gpt5
case_14_university_courses;Attributes;TeachingAssistant.LastName;1;case_14_university_courses;model013;Attributes;TeachingAssistant.lastName;1;1;gpt5
case_14_university_courses;Attributes;LabSection.StartTime;1;case_14_university_courses;model013;Attributes;TimeSlot.startTime;1;1;gpt5
case_14_university_courses;Attributes;LabSection.EndTime;1;case_14_university_courses;model013;Attributes;TimeSlot.endTime;1;1;gpt5
case_14_university_courses;Attributes;LabSection.Location;1;case_14_university_courses;model013;Attributes;LabSection.location;1;1;gpt5
case_14_university_courses;Attributes;CourseRegistration.dateRegistered;1;case_14_university_courses;model013;Attributes;Enrollment.date;1;1;gpt5
case_14_university_courses;Attributes;Assignment.details;1;case_14_university_courses;model013;Attributes;Assignment.details;1;1;gpt5
case_14_university_courses;Attributes;Assignment.responsibilities;1;case_14_university_courses;model013;Attributes;Assignment.responsibilities;1;1;gpt5
case_14_university_courses;Association;"Student ""*"" -- ""*"" Course";1;case_14_university_courses;model013;;;;;gpt5
case_14_university_courses;Association;"TeachingAssistant ""*"" -- ""*"" Course";1;case_14_university_courses;model013;;;;;gpt5
case_14_university_courses;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;case_14_university_courses;model013;Composition;"Course ""1"" *-- ""1..*"" LabSection";1;1;gpt5
case_14_university_courses;Association Class;(Student, Course) .. CourseRegistration;1;case_14_university_courses;model013;;;;;gpt5
case_14_university_courses;Association Class;(Course, TeachingAssistant) .. Assignment;1;case_14_university_courses;model013;Association Class;(TeachingAssistant, Course) .. Assignment;1;1;gpt5
case_14_university_courses;Class;;;case_14_university_courses;model013;Class;TimeSlot;1;0;gpt5
case_14_university_courses;Association;;;case_14_university_courses;model013;Association;"Student ""1"" -- ""0..*"" Enrollment";1;0;gpt5
case_14_university_courses;Composition;;;case_14_university_courses;model013;Composition;"LabSection ""1"" *-- ""1"" TimeSlot";1;0;gpt5
case_15_robots;Class;Enumeration Location;1;case_15_robots;model001;Class;Enumeration LocationCategory;1;1;gpt4.1
case_15_robots;Class;Abstract Robot;1;case_15_robots;model001;Class;Abstract Robot;1;1;gpt4.1
case_15_robots;Class;CleaningRobot;1;case_15_robots;model001;Class;CleaningRobot;1;1;gpt4.1
case_15_robots;Class;TransportRobot;1;case_15_robots;model001;Class;TransportRobot;1;1;gpt4.1
case_15_robots;Class;Task;1;case_15_robots;model001;Class;Task;1;1;gpt4.1
